"phenotype","PhecodeString","group","training.n","training.event","training.preid","internal.n","internal.event","internal.preid","external.n","external.event","external.preid","MIMIC_png.n","MIMIC_png.event","MIMIC_png.preid"
"759","Other and unspecified congenital anomalies","Congenital anomalies",166159,44,"1404 (488-2484)",71270,28,"1410 (490-2490)",65919,38,"1688 (752-2813)",29571,20,"937 (357-1539)"
"760","Back pain","Symptoms",156848,6756,"1338 (442-2400)",67242,2767,"1343 (443-2405)",59657,3372,"1575 (651-2687)",26208,2937,"852 (317-1451)"
"761","Cervicalgia","Symptoms",166257,139,"1404 (488-2484)",71325,48,"1410 (490-2489)",65958,81,"1687 (752-2810)",28770,1003,"907 (342-1508)"
"763","Thoracic or lumbosacral neuritis or radiculitis, unspecified","Symptoms",164493,1715,"1399 (484-2479)",70603,709,"1405 (487-2485)",65470,796,"1677 (742-2801)",29446,380,"931 (354-1531)"
"764","Sciatica","Symptoms",164073,2495,"1385 (475-2461)",70371,1040,"1392 (475-2464)",64716,1241,"1654 (726-2779)",29247,405,"927 (352-1526.5)"
"765","Cervical radiculitis","Symptoms",165473,1147,"1400 (484-2480)",71002,468,"1406 (487-2486)",65776,474,"1680 (746-2803)",29495,145,"934 (356-1536)"
"766","Neuralgia, neuritis, and radiculitis NOS","Symptoms",160873,5151,"1361 (458-2436)",69109,2197,"1366 (459-2437)",63138,2537,"1623.5 (696-2740)",29551,89,"935 (356-1538)"
"770","Myalgia and myositis unspecified","Symptoms",153779,9916,"1294 (417-2353)",66038,4104,"1303 (418-2357)",57964,4860,"1504 (591-2617)",28661,587,"916 (345-1516)"
"771","Musculoskeletal symptoms referable to limbs","Symptoms",166101,69,"1404 (488-2483)",71266,26,"1410 (490-2489.75)",65856,27,"1688 (753-2811)",28922,296,"929 (354-1529)"
"771.1","Swelling of limb","Symptoms",166352,72,"1405 (489-2485)",71346,34,"1413 (492-2492.75)",66039,27,"1690 (754-2813)",28828,973,"915 (345-1517)"
"771.2","Cramp of limb","Symptoms",165510,239,"1400 (485-2478)",71042,96,"1407 (489-2486)",65045,227,"1679 (746-2802)",29524,36,"936 (357-1537)"
"772","Symptoms of the muscles","Symptoms",164832,379,"1398 (482-2474)",70661,168,"1403 (484-2482)",65118,194,"1678 (742-2801)",29517,34,"936 (357-1538)"
"772.1","Muscular wasting and disuse atrophy","Symptoms",166204,169,"1404 (488-2484)",71314,73,"1410 (490-2491)",65883,86,"1691 (756-2813)",29605,31,"936 (357-1539)"
"772.2","Spasm of muscle","Symptoms",155823,4845,"1342 (448-2403)",66817,2090,"1347 (450-2405)",59846,2746,"1575 (652-2698)",29440,237,"931 (354-1533)"
"772.3","Muscle weakness","Symptoms",166403,131,"1405 (488.5-2486)",71403,50,"1412 (491-2493)",66084,58,"1690 (754.75-2813)",29397,149,"934 (356-1536)"
"772.4","Rhabdomyolysis","Symptoms",166266,187,"1405 (489-2486)",71361,81,"1412 (492-2493)",66062,62,"1690 (755-2813)",29370,170,"934 (356-1537)"
"780","Hypothermia/Chills","Symptoms",166350,186,"1405 (489-2485)",71360,68,"1412 (491-2493)",66025,124,"1690 (754-2813)",29422,210,"934 (356-1536)"
"781","Symptoms involving nervous and musculoskeletal systems","Symptoms",166323,146,"1405 (489-2485)",71346,71,"1412.5 (491.25-2493)",66042,58,"1690.5 (755-2813)",29576,412,"934 (356-1535)"
"782.3","Edema","Symptoms",162922,2323,"1396 (481-2473)",69994,916,"1401 (485-2480)",63754,1406,"1672 (738-2800)",28534,961,"922 (350-1525)"
"783","Fever of unknown origin","Symptoms",144702,8755,"1337 (439-2408)",62205,3658,"1347 (444-2415)",54582,4005,"1609.5 (691-2724)",26678,1883,"903 (338.25-1502)"
"785","Abdominal pain","Symptoms",137007,12610,"1258 (391-2304)",58869,5198,"1260 (393-2304)",51858,5831,"1493 (580-2600.75)",24279,4289,"805 (290-1410)"
"788","Syncope and collapse","Symptoms",162611,1993,"1393 (478-2470)",69820,827,"1399 (480-2476)",64431,865,"1672 (738-2796)",27408,1684,"899 (335-1500)"
"789","Nausea and vomiting","Symptoms",160903,3176,"1384 (468-2458)",69091,1344,"1388 (470-2464)",62811,1878,"1657 (720-2781.5)",25857,2802,"853 (316-1461)"
"790","Nonspecific findings on examination of blood","Symptoms",166182,404,"1405 (489-2486)",71299,169,"1412 (491-2493)",65979,197,"1691 (755-2815)",29483,59,"935 (357-1537)"
"790.6","Other abnormal blood chemistry","Symptoms",164173,3553,"1386 (474-2466)",70424,1432,"1393 (476-2470)",64607,2494,"1640 (710-2769)",29288,431,"933 (355-1532)"
"790.8","Elevated C-reactive protein (CRP)","Symptoms",166434,96,"1405 (489-2486)",71390,54,"1413 (492-2493)",66056,85,"1691 (754-2815)",29606,29,"936 (357-1538.75)"
"791","Gangrene","Symptoms",166254,249,"1405 (489-2485.75)",71314,105,"1413 (492-2493)",66014,79,"1691 (755-2814)",29489,191,"935 (357-1537)"
"796","Elevated prostate specific antigen [PSA]","Genitourinary",165445,630,"1401 (485-2481)",70975,267,"1407 (487-2486)",65482,334,"1684 (749-2807)",29544,56,"937 (357-1539)"
"797","Shock","Symptoms",159075,5276,"1403 (491-2504)",68254,2172,"1408 (492-2513)",64221,1877,"1692 (754-2821)",29353,397,"935 (357-1537)"
"797.1","Cardiogenic shock","Symptoms",166161,412,"1405 (489-2486)",71292,176,"1413 (492-2493)",66020,152,"1691 (756-2813)",29372,289,"937 (357-1540)"
"798","Malaise and fatigue","Symptoms",161545,5670,"1385 (473-2467)",69297,2315,"1387 (473-2469)",63463,2508,"1651 (719-2779)",27350,2824,"888 (335-1493)"
"798.1","Chronic fatigue syndrome","Symptoms",166231,207,"1403 (487-2483)",71314,82,"1410 (490-2490)",65868,166,"1685 (751-2808)",29585,16,"937 (357-1539)"
"800","Fracture of lower limb","Injuries & poisonings",165899,348,"1404 (488-2485)",71164,132,"1412 (491-2492.25)",65979,97,"1689 (754-2812)",29542,153,"935 (356-1537)"
"800.1","Fracture of neck of femur","Injuries & poisonings",164712,846,"1406 (491-2485.25)",70654,372,"1414 (493-2493)",65378,348,"1693 (760-2818)",29300,285,"934 (356-1537)"
"800.2","Fracture of unspecified part of femur","Injuries & poisonings",165116,736,"1405 (489-2484)",70890,311,"1411 (491-2492)",65711,269,"1691 (756-2814)",29466,256,"935 (356-1537)"
"800.3","Fracture of tibia and fibula","Injuries & poisonings",164666,487,"1404 (488-2482)",70646,200,"1410 (491-2489)",65582,171,"1687 (752-2809)",29421,146,"935 (356-1537)"
"800.4","Fracture of patella","Injuries & poisonings",165750,254,"1404 (489-2483)",71103,119,"1411 (492-2490)",65853,114,"1688 (752-2811)",29554,46,"937 (357-1539)"
"801","Fracture of ankle and foot","Injuries & poisonings",164718,1220,"1398 (484-2476)",70667,487,"1406 (489-2483)",65411,511,"1677 (744-2799.5)",29448,236,"933 (354-1535)"
"801.1","Fracture of foot","Injuries & poisonings",165766,93,"1404 (488-2483)",71112,36,"1411 (492-2490)",65836,46,"1688 (753-2811)",29421,63,"934 (355-1537)"
"802","Fracture of pelvis","Injuries & poisonings",165943,262,"1405 (489-2484.5)",71210,112,"1411 (492-2491)",65977,108,"1690 (754-2813)",29453,149,"935 (357-1539)"
"803","Fracture of upper limb","Injuries & poisonings",165908,379,"1404 (488-2484)",71181,154,"1410 (491-2489)",65989,146,"1687 (753-2811)",29580,26,"936 (357-1538.25)"
"803.1","Fracture of humerus","Injuries & poisonings",165270,578,"1404 (489-2483)",70895,218,"1410 (492-2490)",65647,256,"1687 (752-2809)",29402,206,"935 (356-1537)"
"803.2","Fracture of radius and ulna","Injuries & poisonings",163676,1084,"1402 (489-2479)",70185,478,"1407 (490-2483)",65221,438,"1680 (748-2801)",29382,264,"934 (355.25-1534.75)"
"803.21","Colles' fracture","Injuries & poisonings",166300,26,"1405 (489-2485)",71350,9,"1413 (492-2493)",66017,22,"1690 (754-2813)",29602,6,"937 (357-1539)"
"803.3","Fracture of clavicle or scapula","Injuries & poisonings",165174,466,"1405 (489-2483)",70836,196,"1412 (491.75-2493)",65784,184,"1687 (752-2808)",29500,94,"936 (357-1538.25)"
"804","Fracture of hand or wrist","Injuries & poisonings",164364,825,"1402 (489-2479)",70484,376,"1409 (492-2487)",65386,350,"1683 (749-2805)",29486,168,"934 (356-1537)"
"805","Fracture of vertebral column without mention of spinal cord injury","Injuries & poisonings",163354,2013,"1398 (485-2476)",70077,848,"1402 (488-2480)",64568,1004,"1676 (747-2801)",29133,456,"934 (356-1534)"
"807","Fracture of ribs","Injuries & poisonings",164409,1094,"1400 (485-2478)",70559,448,"1408 (489.5-2487)",65415,485,"1681 (749-2804)",29128,390,"934 (357-1537)"
"809","Fracture of unspecified bones","Injuries & poisonings",165606,372,"1401 (484-2478)",71018,173,"1408 (488-2485)",65785,72,"1687 (751-2809)",29491,43,"936 (357-1538)"
"816","Cerebral laceration and contusion","Injuries & poisonings",165623,270,"1403 (487-2483)",71064,115,"1411 (490-2490)",65717,97,"1688 (753-2812)",29579,23,"937 (357-1539)"
"817","Concussion","Injuries & poisonings",161834,1444,"1394 (481-2470)",69494,635,"1400 (483-2473.75)",64346,656,"1678 (746-2801)",29514,107,"934 (356-1537)"
"818","Intracranial hemorrhage (injury)","Injuries & poisonings",165284,855,"1405 (489-2486)",70917,313,"1412 (491-2494)",65687,363,"1686 (752-2810)",29465,262,"937 (358-1540)"
"818.1","Subdural hemorrhage (injury)","Injuries & poisonings",165954,92,"1405 (489-2485)",71220,25,"1413 (492-2493)",65801,68,"1692 (756-2815)",29444,68,"935 (357-1538)"
"819","Skull and face fracture and other intercranial injury","Injuries & poisonings",164940,718,"1405 (489-2484)",70759,283,"1411 (491-2490)",65711,227,"1688 (753-2810)",29072,480,"933 (356-1533)"
"830","Dislocation","Injuries & poisonings",165197,672,"1403 (489-2482)",70888,270,"1411 (490-2491)",65666,269,"1685 (749.25-2807)",29466,122,"935 (356-1537)"
"835","Internal derangement of knee","Injuries & poisonings",162133,1940,"1387 (476-2465)",69674,742,"1393 (479.25-2467)",64203,1046,"1652 (721-2777)",29575,34,"936 (357-1538)"
"836","Traumatic arthropathy","Injuries & poisonings",166409,51,"1405 (489-2486)",71385,18,"1413 (492-2493)",66059,23,"1690 (754.5-2813)",29599,13,"937 (357-1538)"
"840","Sprains and strains","Injuries & poisonings",161494,2777,"1379 (468-2456)",69357,1128,"1385 (471-2460)",62995,1586,"1631 (701-2752)",29088,732,"917 (346-1520)"
"840.2","Rotator cuff (capsule) sprain","Injuries & poisonings",166208,90,"1404 (487-2483)",71302,38,"1411 (491-2491)",65943,65,"1687 (752-2809)",29569,18,"936 (357-1539)"
"840.3","Joint/ligament sprain","Injuries & poisonings",163583,3337,"1383 (472-2459)",70165,1388,"1388 (473-2463)",64520,1799,"1644 (712-2766)",29554,289,"934 (356-1535)"
"841","Sprains and strains of back and neck","Injuries & poisonings",163903,543,"1391 (477-2468)",70286,240,"1398 (480-2470)",64298,410,"1660 (728-2782)",29188,196,"927 (351.75-1528)"
"842","Other sprains and strains","Injuries & poisonings",165878,213,"1402 (486-2480)",71156,93,"1409 (489.75-2487)",65491,196,"1680 (748-2805)",29553,15,"935 (357-1538)"
"850","Hemorrhage or hematoma complicating a procedure","Injuries & poisonings",166176,145,"1405 (488-2485)",71289,58,"1412 (491-2492)",65940,71,"1688 (753-2813)",28528,433,"932 (355-1531)"
"851","Complications of transplants and reattached limbs","Injuries & poisonings",165800,1033,"1401 (483-2483)",71143,426,"1407 (485-2489)",65822,393,"1686 (749-2811)",28571,2234,"911 (344-1513)"
"853","Complication of colostomy or enterostomy","Injuries & poisonings",166450,44,"1405 (489-2486)",71412,22,"1413 (491.75-2493)",66105,24,"1691 (755-2814)",29483,146,"935 (356-1537)"
"854","Complications of cardiac/vascular device, implant, and graft","Injuries & poisonings",165751,1152,"1402 (485-2483)",71096,451,"1408 (489-2491)",65811,509,"1686 (748-2811)",28666,1016,"923 (351-1526)"
"857","Mechanical complication of unspecified genitourinary device, implant, and graft","Injuries & poisonings",166416,115,"1405 (489-2486)",71403,43,"1412 (491-2493)",66071,93,"1691 (755-2814)",29430,353,"933 (355-1533)"
"858","Complication of internal orthopedic device","Injuries & poisonings",166035,404,"1404 (487-2484)",71242,192,"1411 (490-2491)",65921,160,"1689 (753-2811)",29350,334,"934 (356-1535)"
"859","Complication due to other implant and internal device","Injuries & poisonings",166273,304,"1404 (488-2485)",71329,115,"1412 (492-2493)",66017,133,"1690 (754-2814)",29282,411,"934 (356-1536.75)"
"860","Bone marrow or stem cell transplant","Neoplasms",166453,44,"1405 (489-2486)",71415,24,"1413 (491-2493)",66100,17,"1691 (755-2814)",29464,114,"935 (355.75-1537)"
"870","Open wounds of head; neck; and trunk","Injuries & poisonings",165340,320,"1402 (486-2482)",70979,134,"1408 (489-2487)",65176,231,"1681.5 (747-2802)",29552,37,"936 (357-1538)"
"870.1","Open wound or laceration of eye or eyelid","Injuries & poisonings",166115,142,"1405 (489-2485)",71261,52,"1413 (492-2493)",65941,53,"1690 (755-2814)",29567,100,"936 (356-1538.5)"
"870.3","Other open wound of head and face","Injuries & poisonings",163514,1628,"1398 (483-2474.75)",70122,684,"1403 (485-2483)",65026,599,"1682 (749-2802)",29140,546,"929 (353-1529)"
"870.5","Open wound of lip and mouth","Injuries & poisonings",165900,352,"1404 (488-2484)",71175,143,"1410 (490-2489)",65946,115,"1688 (753-2811)",29493,112,"935 (356-1538)"
"870.6","Open wound of neck","Injuries & poisonings",166429,50,"1405 (489-2486)",71407,35,"1412 (491-2492.5)",66092,16,"1691 (755-2813.25)",29603,10,"937 (357-1539)"
"870.8","Open wound of genital organs","Injuries & poisonings",166366,71,"1405 (489-2486)",71378,37,"1412.5 (491-2492)",66073,27,"1690 (754-2813)",29609,11,"937 (357-1539)"
"871","Open wounds of extremities","Injuries & poisonings",163578,1437,"1396 (481-2474)",70202,576,"1402 (483-2478)",64966,604,"1674 (739-2798)",29316,375,"932 (354-1532)"
"871.1","Open wound of hand except finger(s)","Injuries & poisonings",165348,719,"1401 (485-2479)",70938,299,"1407 (489-2486)",65652,307,"1681 (748-2806)",29529,135,"934 (356-1536)"
"871.2","Open wound of finger(s)","Injuries & poisonings",164539,1330,"1396 (482-2473)",70589,519,"1402 (485-2477)",65202,624,"1672 (740-2795)",29469,292,"932 (354-1531)"
"871.3","Open wound of foot except toe(s) alone","Injuries & poisonings",165573,397,"1403 (487-2482)",71033,162,"1410 (491-2488)",65679,178,"1687 (751-2811)",29589,55,"936 (356-1537)"
"871.4","Open wound of toe(s)","Injuries & poisonings",166083,225,"1404 (488-2484)",71263,110,"1411 (491-2491)",65873,128,"1687 (752-2811)",29578,57,"936 (357-1538)"
"872","Traumatic amputation","Injuries & poisonings",166266,68,"1405.5 (490-2486)",71345,35,"1413 (492-2493)",66079,15,"1691 (755-2814)",29614,6,"937 (357-1539)"
"907","Injuries to the nervous system","Injuries & poisonings",165653,414,"1401 (485-2481)",71046,185,"1408 (489-2487)",65777,172,"1684 (749-2807)",29546,32,"936 (357-1538)"
"912","Insect bite","Injuries & poisonings",165697,312,"1400 (484-2478)",71074,146,"1406 (486.25-2483)",65354,306,"1672 (737-2794)",29558,60,"935 (356-1537)"
"913","Toxic effect of venom","Injuries & poisonings",165930,813,"1399 (484-2476)",71156,358,"1405 (487-2483)",65721,627,"1670 (738-2797)",29604,21,"936 (357-1538)"
"916","Contusion","Injuries & poisonings",146878,11140,"1317 (430-2372)",63084,4510,"1322 (432-2375)",57793,4785,"1567 (651-2681)",28289,1520,"903 (340-1503)"
"930","Allergic reaction to food","Injuries & poisonings",166333,143,"1404 (488-2484)",71355,54,"1412 (490.5-2491)",66053,78,"1689 (753-2811)",29523,116,"934 (356-1536)"
"938","Dermatitis due to solar radiation","Dermatologic",166371,68,"1405 (489-2486)",71368,26,"1413 (492-2493)",66042,38,"1689 (754-2813)",29602,18,"937 (357-1539)"
"939","Atopic/contact dermatitis due to other or unspecified","Dermatologic",156324,4791,"1346 (443-2413)",67157,1955,"1350 (445-2421)",57864,3010,"1565 (636-2677)",28719,598,"929 (354-1526)"
"941","Adverse reaction to serum or vaccine","Injuries & poisonings",166386,124,"1405 (489-2486)",71382,49,"1413 (491.25-2493)",66060,69,"1691 (754-2814)",29601,25,"936 (357-1538)"
"942","Infusion and transfusion reaction","Injuries & poisonings",166455,21,"1405 (489-2486)",71419,5,"1413 (492-2493)",66108,9,"1691 (755-2814)",29514,71,"937 (357-1538)"
"946","Anaphylactic shock NOS","Injuries & poisonings",166429,56,"1405 (489-2486)",71401,17,"1413 (491-2493)",66092,14,"1690.5 (754.75-2814)",29490,42,"935 (356-1537)"
"947","Urticaria","Dermatologic",160054,4886,"1354 (449-2427)",68775,1982,"1360 (452-2431)",62225,2731,"1601 (669-2722)",29453,155,"933 (355-1533)"
"949","Allergies, other","Injuries & poisonings",165226,652,"1398 (482-2476)",70855,287,"1403 (485-2483)",65286,368,"1676 (743-2800)",29373,330,"930 (353-1529)"
"952","Spinal cord injury without evidence of spinal bone injury","Injuries & poisonings",166077,290,"1404 (488-2484)",71236,134,"1410 (490-2490)",65964,105,"1687 (752-2811)",29573,42,"936 (357-1538)"
"958","Certain early complications of trauma or procedure","Injuries & poisonings",166352,91,"1405 (489-2486)",71381,43,"1412 (492-2492)",66071,32,"1690 (754-2813.5)",29490,69,"937 (357-1540)"
"960","Poisoning by antibiotics","Injuries & poisonings",166450,32,"1405 (489-2486)",71410,7,"1413 (492-2493)",66107,21,"1691 (755-2814)",29177,173,"933 (355-1531)"
"960.1","Adverse effects of antibacterials (not penicillins)","Injuries & poisonings",166367,245,"1405 (488-2486)",71386,84,"1412.5 (491-2493)",66060,110,"1690 (753-2814)",29323,527,"933 (356-1532)"
"962.3","Hormones and synthetic substitutes causing adverse effects in therapeutic use","Injuries & poisonings",166295,241,"1404 (488-2485)",71341,116,"1411 (490-2491)",66031,84,"1690 (753-2813)",29426,577,"932 (355-1532)"
"963.1","Antineoplastic and immunosuppressive drugs causing adverse effects","Injuries & poisonings",165949,958,"1403 (484-2486)",71187,344,"1410 (489-2493)",65883,347,"1689 (750-2813.5)",28568,742,"940 (361-1539)"
"964.1","Anticoagulants causing adverse effects","Injuries & poisonings",166406,111,"1405 (489-2486)",71398,50,"1413 (491.25-2493)",66076,69,"1691 (755-2814)",28818,694,"932 (355-1533)"
"965","Poisoning by analgesics, antipyretics, and antirheumatics","Injuries & poisonings",166443,41,"1405 (489-2486)",71403,18,"1413 (492-2493)",66101,21,"1690 (755-2814)",29264,137,"934 (355-1536)"
"967","Adverse effects of sedatives or other central nervous system depressants and anesthetics","Injuries & poisonings",166437,44,"1405 (489-2486)",71399,14,"1413 (492-2493)",66095,9,"1691 (755-2814)",29165,247,"932 (354-1532)"
"969","Poisoning by psychotropic agents","Injuries & poisonings",166347,60,"1405 (489-2485)",71366,21,"1413 (492-2493)",66073,23,"1690 (755-2813)",29051,288,"931 (354-1531)"
"979","Adverse drug events and drug allergies","Injuries & poisonings",165605,1193,"1400 (484-2483)",71047,465,"1407 (488-2488.5)",65658,571,"1684 (748-2807)",28709,1748,"913 (345-1515)"
"989","Toxic effect of other substances, chiefly nonmedicinal as to source","Injuries & poisonings",166407,40,"1405 (489-2485)",71392,13,"1413 (492-2493)",66098,10,"1691 (755-2814)",29600,19,"936 (357-1539)"
"990","Effects radiation NOS","Injuries & poisonings",165346,505,"1401 (485.25-2481)",70954,218,"1410 (490-2489)",65418,318,"1685 (748-2805)",28564,752,"938 (361-1541)"
"994.1","Systemic inflammatory response syndrome (SIRS)","Injuries & poisonings",166292,192,"1405 (489-2486)",71345,89,"1412 (491-2492)",66062,74,"1690 (754-2814)",29495,72,"936 (357-1539)"
"994.2","Sepsis","Injuries & poisonings",154215,10479,"1385 (476-2483)",66048,4220,"1390 (478-2491)",61881,4118,"1664 (726-2800)",27573,1987,"921 (353-1524)"
"994.21","Septic shock","Injuries & poisonings",165484,2915,"1407 (491-2488)",70999,1141,"1414 (494-2496.5)",65787,1152,"1692 (756-2817)",28882,868,"934 (358-1534)"
